order_id,customer_name,order_datetime,gross_amount_paise,instrument,status
ORD-5-0000,Banjeet Dewan,2025-02-04T20:47:00,4452537,UPI,captured
ORD-5-0001,Upadhriti Amble,2025-02-07T19:56:00,2237541,UPI,captured
ORD-5-0002,Alka Hora,2025-02-09T16:20:00,4500454,UPI,captured
ORD-5-0003,Jagat Nayak,2025-02-03T21:46:00,1029306,UPI,refunded_partial
ORD-5-0004,Widisha Lanka,2025-02-04T18:55:00,3370467,CARD_CREDIT,captured
ORD-5-0005,Xavier Tella,2025-02-08T08:47:00,2503887,UPI,captured
ORD-5-0006,Ayushman Sarkar,2025-02-07T17:34:00,850972,CARD_DEBIT,captured
ORD-5-0007,Naveen Pandit,2025-02-08T17:45:00,2176011,CARD_DEBIT,captured
ORD-5-0008,Ira Mandal,2025-02-05T22:26:00,2956754,UPI,refunded_full
ORD-5-0009,Maya Patil,2025-02-06T16:24:00,1990380,CARD_CREDIT,captured
ORD-5-0010,Girindra Khare,2025-02-09T20:29:00,4287814,CARD_CREDIT,refunded_partial
ORD-5-0011,Nidhi Lall,2025-02-03T22:03:00,1613649,CARD_DEBIT,captured
ORD-5-0012,Samar Kala,2025-02-08T19:34:00,241614,UPI,captured
ORD-5-0013,Arunima Bhandari,2025-02-05T11:01:00,2571175,CARD_CREDIT,captured
ORD-5-0014,Meghana Pai,2025-02-08T20:41:00,4670835,CARD_DEBIT,captured
ORD-5-0015,Gavin Ahluwalia,2025-02-09T22:40:00,4468665,CARD_CREDIT,captured
ORD-5-0016,Benjamin Chaudhari,2025-02-06T13:27:00,3512256,UPI,captured
ORD-5-0017,Sara Goel,2025-02-03T08:13:00,569929,UPI,captured
ORD-5-0018,Jairaj Kanda,2025-02-07T10:24:00,4543388,UPI,captured
ORD-5-0019,Praneel Desai,2025-02-03T08:22:00,3050230,CARD_DEBIT,captured
ORD-5-0020,Aradhana Rout,2025-02-05T16:27:00,2020229,CARD_CREDIT,captured
ORD-5-0021,Chaman Goda,2025-02-08T15:05:00,1647462,CARD_DEBIT,captured
ORD-5-0022,Udyati Gade,2025-02-03T11:44:00,2876211,UPI,captured
ORD-5-0023,Vansha Kari,2025-02-04T09:15:00,1636136,UPI,refunded_full
ORD-5-0024,Baljiwan Parmar,2025-02-03T09:52:00,3484160,NETBANKING,captured
ORD-5-0025,Ikshita Sur,2025-02-08T14:10:00,2267488,UPI,captured
ORD-5-0026,Raksha Mandal,2025-02-06T17:05:00,1426258,UPI,captured
ORD-5-0027,Ishani Verma,2025-02-03T20:57:00,4035710,CARD_CREDIT,captured
ORD-5-0028,Brijesh Mishra,2025-02-06T22:16:00,1563907,UPI,captured
ORD-5-0029,Tanay Goda,2025-02-04T16:57:00,4272943,UPI,captured
ORD-5-0030,Wishi Lad,2025-02-04T22:05:00,4720429,CARD_CREDIT,captured
ORD-5-0031,Osha Krishnan,2025-02-08T10:46:00,4458276,NETBANKING,captured
ORD-5-0031-D,Osha Krishnan,2025-02-08T10:51:41,4458276,NETBANKING,captured
ORD-5-0032,Damini Tank,2025-02-03T20:14:00,2523275,UPI,captured
ORD-5-0033,Harish Kota,2025-02-04T15:07:00,2472962,UPI,captured
ORD-5-0034,Qasim Patla,2025-02-03T17:26:00,1754095,CARD_DEBIT,captured
ORD-5-0035,Pallavi Zachariah,2025-02-06T12:16:00,3954596,UPI,captured
ORD-5-0035-D,Pallavi Zachariah,2025-02-06T12:17:02,3954596,UPI,captured
ORD-5-0036,Aarna Parsa,2025-02-06T13:13:00,2353715,UPI,captured
ORD-5-0037,Aarna Ramanathan,2025-02-09T09:58:00,3053656,UPI,captured
ORD-5-0038,Laksh Magar,2025-02-06T13:23:00,692882,UPI,captured
ORD-5-0039,Indali Mishra,2025-02-07T12:20:00,1992189,CARD_DEBIT,refunded_partial
ORD-5-0040,Nidhi Sahota,2025-02-04T15:37:00,4260692,UPI,captured
ORD-5-0041,Warinder Upadhyay,2025-02-06T13:19:00,1079802,UPI,captured
ORD-5-0042,Bishakha Prakash,2025-02-09T17:26:00,265619,UPI,refunded_partial
ORD-5-0043,Chakradev Bath,2025-02-06T13:38:00,2817488,CARD_CREDIT,captured
ORD-5-0044,Madhav Shukla,2025-02-05T21:57:00,4658138,UPI,captured
ORD-5-0045,Unni Kant,2025-02-06T19:38:00,2142709,CARD_DEBIT,captured
ORD-5-0046,Aadhya Prasad,2025-02-09T18:07:00,4732584,UPI,captured
ORD-5-0047,Yashvi Das,2025-02-06T19:52:00,220400,CARD_CREDIT,captured
ORD-5-0048,Yashawini Devan,2025-02-08T20:34:00,3088967,UPI,captured
ORD-5-0049,Owen Talwar,2025-02-08T14:25:00,1370803,UPI,captured
ORD-5-0050,Chaman Suresh,2025-02-05T10:18:00,4671098,CARD_DEBIT,refunded_partial
ORD-5-0051,Chatresh Halder,2025-02-03T21:32:00,2373226,CARD_DEBIT,captured
ORD-5-0052,Ronith Narayan,2025-02-08T17:41:00,4263155,CARD_CREDIT,captured
ORD-5-0053,Indira Dave,2025-02-06T13:14:00,873912,UPI,captured
ORD-5-0054,Pratyush Naidu,2025-02-08T08:30:00,4804904,NETBANKING,captured
ORD-5-0055,Hemani Mistry,2025-02-09T16:51:00,3348064,UPI,captured
ORD-5-0056,Vivaan Divan,2025-02-06T21:14:00,4605802,UPI,captured
ORD-5-0057,Ayaan Joshi,2025-02-07T10:23:00,755850,UPI,captured
ORD-5-0057-D,Ayaan Joshi,2025-02-07T10:23:36,755850,UPI,captured
ORD-5-0058,Benjamin Ganguly,2025-02-06T08:37:00,3694466,UPI,captured
ORD-5-0059,Chandani Nori,2025-02-06T22:18:00,827803,UPI,captured
